,レースID,レースクラス,枠,馬番,馬名,騎手,コース,距離,馬場,オッズ,順位
2,202103020107,Other,4,8,エリカヴァレリア,西村淳也,芝,2600,良  ,4.1,3
3,202103020107,Other,1,1,ブリングトゥライフ,川又賢治,芝,2600,良  ,6.1,4
4,202103020107,Other,1,2,デスティノアーラ,鮫島克駿,芝,2600,良  ,16.3,5
5,202103020107,Other,2,3,コンフィアンス,菱田裕二,芝,2600,良  ,18.4,6
6,202103020107,Other,7,13,エクセレントラン,丹内祐次,芝,2600,良  ,9.6,7
7,202103020107,Other,6,11,ウインヴァカンス,角田大和,芝,2600,良  ,11.5,8
8,202103020107,Other,3,5,シングマイハート,木幡巧也,芝,2600,良  ,20.3,9
9,202103020107,Other,8,16,ヤップヤップヤップ,伊藤工真,芝,2600,良  ,58.4,10
10,202103020107,Other,3,6,ヴォリアーモ,武藤雅,芝,2600,良  ,12.2,11
11,202103020107,Other,5,10,ウインエアフォルク,原優介,芝,2600,良  ,16.2,12
12,202103020107,Other,4,7,レッドザグロス,富田暁,芝,2600,良  ,126.1,13
13,202103020107,Other,6,12,シゲルシイタケ,小林凌大,芝,2600,良  ,144.7,14
14,202103020107,Other,7,14,メモラーブル,秋山稔樹,芝,2600,良  ,35.6,15
15,202103020107,Other,8,15,ロックグラス,西谷凜,芝,2600,良  ,211.4,16
0,202103020108,Other,2,4,ステラダイヤ,亀田温心,芝,1200,良  ,3.1,1
1,202103020108,Other,3,6,ジューンベロシティ,富田暁,芝,1200,良  ,7.4,2
2,202103020108,Other,1,1,アセンダント,丹内祐次,芝,1200,良  ,12.1,3
3,202103020108,Other,7,14,ララサンスフル,菅原明良,芝,1200,良  ,10.4,4
4,202103020108,Other,3,5,スターズプレミア,鮫島克駿,芝,1200,良  ,7.0,5
5,202103020108,Other,5,9,セイラブミー,勝浦正樹,芝,1200,良  ,17.8,6
6,202103020108,Other,4,7,ジャストザビアンカ,西村淳也,芝,1200,良  ,22.4,7
7,202103020108,Other,8,15,デアリングウーマン,角田大和,芝,1200,良  ,7.8,8
8,202103020108,Other,6,12,オメガハートクィン,横山和生,芝,1200,良  ,34.5,9
9,202103020108,Other,5,10,ホウオウジュレップ,木幡巧也,芝,1200,良  ,37.8,10
0,202103020109,Other,5,6,アイアムスゴスギル,菱田裕二,ダ,1150,良  ,8.0,1
1,202103020109,Other,6,8,パロットビーク,角田大和,ダ,1150,良  ,2.7,2
2,202103020109,Other,3,3,ブルーコーラル,丹内祐次,ダ,1150,良  ,43.0,3
3,202103020109,Other,8,11,コズミックランナー,斎藤新,ダ,1150,良  ,38.8,4
4,202103020109,Other,2,2,クリノザウルス,富田暁,ダ,1150,良  ,25.7,5
5,202103020109,Other,1,1,クレマチステソーロ,横山和生,ダ,1150,良  ,8.9,6
6,202103020109,Other,7,10,ヴィグルズマン,木幡巧也,ダ,1150,良  ,9.2,7
7,202103020109,Other,8,12,ワンダーカタリナ,亀田温心,ダ,1150,良  ,3.9,8
8,202103020109,Other,5,5,パンサーバローズ,西村淳也,ダ,1150,良  ,10.4,9
9,202103020109,Other,7,9,チェスナットロール,鮫島克駿,ダ,1150,良  ,15.7,10
10,202103020109,Other,4,4,サノカポ,小林凌大,ダ,1150,良  ,100.6,11
11,202103020109,Other,6,7,レッドヴィエント,菅原明良,ダ,1150,良  ,35.5,12
0,202103020110,Other,5,9,ウインアルカンナ,黛弘人,芝,2000,良  ,10.5,1
1,202103020110,Other,1,2,アサケレディ,柴山雄一,芝,2000,良  ,19.9,2
2,202103020110,Other,6,11,パタゴニア,吉田隼人,芝,2000,良  ,4.8,3
3,202103020110,Other,6,12,マッハモンルード,鮫島克駿,芝,2000,良  ,4.6,4
4,202103020110,Other,1,1,ヒシシュシュ,西村淳也,芝,2000,良  ,4.0,5
5,202103020110,Other,7,14,ヒットザシーン,丹内祐次,芝,2000,良  ,22.8,6
6,202103020110,Other,3,6,クールブリエ,亀田温心,芝,2000,良  ,13.7,7
7,202103020110,Other,4,7,インフィニタス,菱田裕二,芝,2000,良  ,56.9,8
8,202103020110,Other,2,3,ウエスタンエポナ,秋山稔樹,芝,2000,良  ,39.4,9
9,202103020110,Other,2,4,ラヴィーニア,川又賢治,芝,2000,良  ,148.8,10
10,202103020110,Other,5,10,シャドウエリス,斎藤新,芝,2000,良  ,12.1,11
11,202103020110,Other,8,15,ピンクレガシー,富田暁,芝,2000,良  ,55.5,12
12,202103020110,Other,8,16,シャインユニバンス,菅原明良,芝,2000,良  ,7.5,13
13,202103020110,Other,3,5,アイオープナー,武藤雅,芝,2000,良  ,68.3,14
14,202103020110,Other,7,13,ユークレース,菊沢一樹,芝,2000,良  ,78.3,15
15,202103020110,Other,4,8,タカンナ,木幡育也,芝,2000,良  ,267.9,16
0,202103020111,Other,5,9,ソプラドール,斎藤新,ダ,1700,良  ,15.9,1
1,202103020111,Other,6,11,タイセイサムソン,横山和生,ダ,1700,良  ,2.7,2
2,202103020111,Other,1,1,グランドビクトリー,菱田裕二,ダ,1700,良  ,29.5,3
3,202103020111,Other,3,4,フラッグアドミラル,勝浦正樹,ダ,1700,良  ,137.5,4
4,202103020111,Other,4,7,フーズサイド,菊沢一樹,ダ,1700,良  ,21.1,5
5,202103020111,Other,7,12,ホウオウジャッジ,鮫島克駿,ダ,1700,良  ,29.5,6
6,202103020111,Other,7,13,アースライザー,亀田温心,ダ,1700,良  ,64.3,7
7,202103020111,Other,2,2,ラボエーム,藤懸貴志,ダ,1700,良  ,10.7,8
8,202103020111,Other,2,3,グリニッジシチー,丹内祐次,ダ,1700,良  ,6.8,9
9,202103020111,Other,6,10,ワンダーシエンプロ,松本大輝,ダ,1700,良  ,98.5,10
10,202103020111,Other,5,8,シャイニーズラン,富田暁,ダ,1700,良  ,254.8,11
11,202103020111,Other,8,14,グラスデスティーノ,木幡巧也,ダ,1700,良  ,26.3,12
12,202103020111,Other,3,5,ミヤビマドンナ,菅原明良,ダ,1700,良  ,14.5,13
13,202103020111,Other,8,15,スエーニョブランコ,吉田隼人,ダ,1700,良  ,4.3,14
14,202103020111,Other,4,6,ゴダイリキ,西村淳也,ダ,1700,良  ,10.7,15
0,202103020112,Other,4,7,ラングロワ,秋山稔樹,芝,1200,良  ,10.9,1
1,202103020112,Other,6,11,オリンピックデイ,武藤雅,芝,1200,良  ,45.2,2
2,202103020112,Other,1,1,バトーデュシエル,横山和生,芝,1200,良  ,3.1,3
3,202103020112,Other,3,6,マイネルヘルト,丹内祐次,芝,1200,良  ,26.0,4
4,202103020112,Other,7,13,トミケンルーア,木幡初也,芝,1200,良  ,3.4,5
5,202103020112,Other,2,4,サニーオーシャン,中井裕二,芝,1200,良  ,55.3,6
6,202103020112,Other,1,2,シシリエンヌ,菊沢一樹,芝,1200,良  ,42.7,7
7,202103020112,Other,5,10,メイショウナスカ,富田暁,芝,1200,良  ,113.9,8
8,202103020112,Other,4,8,アドマイヤアリエル,菱田裕二,芝,1200,良  ,27.9,9
9,202103020112,Other,2,3,ヤマニンガラッシア,伊藤工真,芝,1200,良  ,13.6,10
10,202103020112,Other,8,16,インヴァネス,菅原明良,芝,1200,良  ,16.8,11
11,202103020112,Other,6,12,サクラアスター,勝浦正樹,芝,1200,良  ,37.8,12
12,202103020112,Other,8,15,グラニータ,斎藤新,芝,1200,良  ,11.0,13
13,202103020112,Other,5,9,フジマサディープ,柴山雄一,芝,1200,良  ,232.0,14
14,202103020112,Other,3,5,フィルムスコア,吉田隼人,芝,1200,良  ,6.9,15
15,202103020112,Other,7,14,クリノサンシャイン,小林脩斗,芝,1200,良  ,201.6,16
0,202103020201,Other,4,6,ゼニット,小林脩斗,ダ,1700,良  ,16.4,1
1,202103020201,Other,7,13,キガサ,永野猛蔵,ダ,1700,良  ,19.6,2
2,202103020201,Other,4,7,コスモガラクシア,丹内祐次,ダ,1700,良  ,3.5,3
3,202103020201,Other,8,14,テーオークレール,西村淳也,ダ,1700,良  ,4.0,4
4,202103020201,Other,6,11,ラインメッセージ,武藤雅,ダ,1700,良  ,18.8,5
5,202103020201,Other,5,9,ラスタ,木幡巧也,ダ,1700,良  ,290.2,6
6,202103020201,Other,2,3,ノアペルーサ,横山琉人,ダ,1700,良  ,297.5,7
7,202103020201,Other,3,4,ミストルティン,永島まな,ダ,1700,良  ,4.2,8
8,202103020201,Other,8,15,ブエノスアン,秋山稔樹,ダ,1700,良  ,56.4,9
9,202103020201,Other,5,8,セルゼ,柴山雄一,ダ,1700,良  ,42.8,10
10,202103020201,Other,1,1,エイシンルパン,木幡育也,ダ,1700,良  ,97.1,11
11,202103020201,Other,2,2,エグモント,吉田隼人,ダ,1700,良  ,7.4,12
12,202103020201,Other,6,10,ヒラボクレガシー,富田暁,ダ,1700,良  ,24.3,13
13,202103020201,Other,7,12,ツーエムロケット,黛弘人,ダ,1700,良  ,147.7,14
14,202103020201,Other,3,5,オーブラック,原優介,ダ,1700,良  ,85.9,中
0,202103020202,Other,4,8,アドヴァイス,吉田隼人,芝,1200,良  ,3.9,1
1,202103020202,Other,7,13,アリススプリングス,丹内祐次,芝,1200,良  ,10.0,2
2,202103020202,Other,5,10,セリノーフォス,松本大輝,芝,1200,良  ,8.1,3
3,202103020202,Other,2,4,ミッキーハーモニー,横山和生,芝,1200,良  ,5.9,4
4,202103020202,Other,1,2,ネレイド,永野猛蔵,芝,1200,良  ,6.0,5
5,202103020202,Other,5,9,リトルジー,富田暁,芝,1200,良  ,223.4,6
6,202103020202,Other,2,3,ウインクルシャープ,菱田裕二,芝,1200,良  ,13.1,7
7,202103020202,Other,1,1,シュシュエラブル,小林凌大,芝,1200,良  ,140.4,8
8,202103020202,Other,3,6,ルナエルモッサ,秋山稔樹,芝,1200,良  ,8.0,9
9,202103020202,Other,8,16,ディスフルタール,原優介,芝,1200,良  ,166.6,10
10,202103020202,Other,6,11,リアルファンタジア,西村淳也,芝,1200,良  ,65.8,11
11,202103020202,Other,7,14,フーレイ,中井裕二,芝,1200,良  ,35.1,12
12,202103020202,Other,6,12,アイラジオーネ,小林脩斗,芝,1200,良  ,455.0,13
13,202103020202,Other,8,15,バオバブスピリット,斎藤新,芝,1200,良  ,16.6,14
14,202103020202,Other,4,7,ヤマニンパンタジア,永島まな,芝,1200,良  ,25.8,15
15,202103020202,Other,3,5,ウインフェリーチェ,横山琉人,芝,1200,良  ,79.9,16
0,202103020203,Other,8,14,ウィリアムバローズ,吉田隼人,ダ,1700,良  ,2.0,1
1,202103020203,Other,7,13,ジジ,武藤雅,ダ,1700,良  ,8.0,2
2,202103020203,Other,3,5,トップスターサン,斎藤新,ダ,1700,良  ,48.9,3
3,202103020203,Other,3,4,アメリカンベイビー,木幡巧也,ダ,1700,良  ,42.3,4
4,202103020203,Other,5,8,ウインジョイフル,小林脩斗,ダ,1700,良  ,30.6,5
5,202103020203,Other,6,11,ロードエクスプレス,西村淳也,ダ,1700,良  ,21.8,6
6,202103020203,Other,2,3,ノーブルキャニオン,松本大輝,ダ,1700,良  ,87.2,7
7,202103020203,Other,6,10,ルーパステソーロ,横山和生,ダ,1700,良  ,7.7,8
8,202103020203,Other,5,9,ヌンカプト,菊沢一樹,ダ,1700,良  ,202.3,9
9,202103020203,Other,8,15,マイネルタイムリー,丹内祐次,ダ,1700,良  ,39.0,10
10,202103020203,Other,4,7,グーガルドリームズ,嶋田純次,ダ,1700,良  ,293.1,11
11,202103020203,Other,4,6,ナリノペッパー,永野猛蔵,ダ,1700,良  ,4.6,12
12,202103020203,Other,1,1,アマネセール,菱田裕二,ダ,1700,良  ,16.2,13
13,202103020203,Other,2,2,フジコウキ,小林凌大,ダ,1700,良  ,248.0,14
14,202103020203,Other,7,12,アイルビーメジャー,森裕太朗,ダ,1700,良  ,15.1,15
0,202103020204,Other,6,7,マイネルダンク,金子光希,障芝,2750,良  ,7.2,1
1,202103020204,Other,3,3,クリエイトザライフ,北沢伸也,障芝,2750,良  ,4.3,2
2,202103020204,Other,8,10,レーヴドオルフェ,小野寺祐,障芝,2750,良  ,3.9,3
3,202103020204,Other,2,2,サンマルベローチェ,大江原圭,障芝,2750,良  ,11.7,4
4,202103020204,Other,4,4,サンティーニ,五十嵐雄,障芝,2750,良  ,7.0,5
5,202103020204,Other,5,5,トモノコテツ,中村将之,障芝,2750,良  ,4.6,6
6,202103020204,Other,7,9,ロードセッション,難波剛健,障芝,2750,良  ,13.6,7
7,202103020204,Other,1,1,シゲルスピネル,植野貴也,障芝,2750,良  ,40.5,8
8,202103020204,Other,7,8,メイショウミツヤス,小坂忠士,障芝,2750,良  ,18.8,9
9,202103020204,Other,8,11,グランツエクラ,黒岩悠,障芝,2750,良  ,69.5,10
10,202103020204,Other,6,6,エスタンピージャ,蓑島靖典,障芝,2750,良  ,65.0,中
0,202103020205,Other,6,11,オレタチハツヨイ,横山和生,芝,1200,良  ,4.6,1
1,202103020205,Other,1,1,エンジェルシリカ,吉田隼人,芝,1200,良  ,1.8,2
2,202103020205,Other,7,13,タマモサウルス,西村淳也,芝,1200,良  ,8.8,3
3,202103020205,Other,3,5,マイティキッチョウ,西谷凜,芝,1200,良  ,20.9,4
4,202103020205,Other,2,4,スールトウショウ,原優介,芝,1200,良  ,153.3,5
5,202103020205,Other,8,15,ヴェーチェル,丹内祐次,芝,1200,良  ,26.2,6
6,202103020205,Other,2,3,ハウダニット,菱田裕二,芝,1200,良  ,26.6,7
7,202103020205,Other,3,6,カンタベリープリマ,小林凌大,芝,1200,良  ,157.8,8
8,202103020205,Other,6,12,ヒカルムーン,岩部純二,芝,1200,良  ,80.4,9
9,202103020205,Other,4,8,サンアーバイン,中井裕二,芝,1200,良  ,138.0,10
10,202103020205,Other,1,2,マオノソプデト,秋山稔樹,芝,1200,良  ,12.4,11
11,202103020205,Other,8,16,シルバーセレタ,小林脩斗,芝,1200,良  ,15.4,12
12,202103020205,Other,5,9,キタノホマレボシ,木幡初也,芝,1200,良  ,154.0,13
13,202103020205,Other,5,10,コーディアルライム,菅原隆一,芝,1200,良  ,242.0,14
14,202103020205,Other,4,7,イデアノアイデア,菊沢一樹,芝,1200,良  ,90.4,15
15,202103020205,Other,7,14,メロンボール,宮崎北斗,芝,1200,良  ,207.7,16
0,202103020206,Other,2,3,ウインマイルート,原優介,芝,1800,良  ,4.9,1
1,202103020206,Other,6,11,ゲーテローズ,勝浦正樹,芝,1800,良  ,33.1,2
2,202103020206,Other,7,13,タイセイエピソード,西村淳也,芝,1800,良  ,6.2,3
3,202103020206,Other,1,2,マイネルシーマー,丹内祐次,芝,1800,良  ,3.0,4
4,202103020206,Other,3,5,サルサロッサ,木幡巧也,芝,1800,良  ,29.0,5
5,202103020206,Other,4,8,ベルヴュードライヴ,吉田隼人,芝,1800,良  ,84.1,6
6,202103020206,Other,7,14,ビロングゴールド,菱田裕二,芝,1800,良  ,7.6,7
7,202103020206,Other,8,15,トーセンビースト,武藤雅,芝,1800,良  ,42.3,8
8,202103020206,Other,1,1,タガノクリステル,柴山雄一,芝,1800,良  ,40.0,9
9,202103020206,Other,5,9,ロフティースマイル,富田暁,芝,1800,良  ,147.2,10
10,202103020206,Other,5,10,カシノジュピター,永野猛蔵,芝,1800,良  ,14.9,11
11,202103020206,Other,2,4,キョウコウトッパ,長岡禎仁,芝,1800,良  ,9.0,12
12,202103020206,Other,4,7,ジュパンスアトワ,小林凌大,芝,1800,良  ,251.7,13
13,202103020206,Other,8,16,ヤマニンフルリール,斎藤新,芝,1800,良  ,183.3,14
14,202103020206,Other,6,12,トランザム,中井裕二,芝,1800,良  ,60.9,15
15,202103020206,Other,3,6,シュガービート,秋山稔樹,芝,1800,良  ,27.9,16
0,202103020207,Other,8,13,ゴールドフィンガー,水口優也,ダ,1150,良  ,2.7,1
1,202103020207,Other,5,7,グランドストローク,武藤雅,ダ,1150,良  ,4.0,2
2,202103020207,Other,4,5,トランペットシェル,横山琉人,ダ,1150,良  ,17.0,3
3,202103020207,Other,6,9,ムーンオブバローダ,吉田隼人,ダ,1150,良  ,5.0,4
4,202103020207,Other,7,10,ピュアプリンセス,松本大輝,ダ,1150,良  ,96.8,5
5,202103020207,Other,6,8,レオパルドミノル,菊沢一樹,ダ,1150,良  ,15.2,6
6,202103020207,Other,3,3,タイセイロワイヤル,秋山稔樹,ダ,1150,良  ,152.6,7
7,202103020207,Other,8,12,レオスパンキー,木幡巧也,ダ,1150,良  ,7.5,8
8,202103020207,Other,5,6,セレンディピア,永野猛蔵,ダ,1150,良  ,14.0,9
9,202103020207,Other,2,2,ハイプリーステス,岩部純二,ダ,1150,良  ,40.5,10
10,202103020207,Other,4,4,トーレスデルパイネ,嶋田純次,ダ,1150,良  ,24.3,11
11,202103020207,Other,1,1,フロイデ,丹内祐次,ダ,1150,良  ,80.8,12
12,202103020207,Other,7,11,ジャスティンリーチ,西村淳也,ダ,1150,良  ,72.9,13
0,202103020208,Other,2,4,ココクラッシュ,斎藤新,芝,1200,良  ,20.7,1
1,202103020208,Other,4,8,エターナルハート,秋山稔樹,芝,1200,良  ,15.9,2
2,202103020208,Other,7,14,ララマカロン,西村淳也,芝,1200,良  ,6.0,3
3,202103020208,Other,2,3,スマートルグラン,永野猛蔵,芝,1200,良  ,3.4,4
4,202103020208,Other,1,1,ノブフランクリン,川又賢治,芝,1200,良  ,37.6,5
5,202103020208,Other,3,5,セリシア,永島まな,芝,1200,良  ,6.1,6
6,202103020208,Other,5,10,ピュリフィアン,松本大輝,芝,1200,良  ,14.1,7
7,202103020208,Other,1,2,ギンコイエレジー,木幡育也,芝,1200,良  ,83.7,8
8,202103020208,Other,4,7,シアープレジャー,武藤雅,芝,1200,良  ,13.2,9
9,202103020208,Other,6,11,カイトレッド,服部寿希,芝,1200,良  ,28.4,10
10,202103020208,Other,8,16,マッチャパフェ,小林脩斗,芝,1200,良  ,78.4,11
11,202103020208,Other,3,6,スズカローレル,森裕太朗,芝,1200,良  ,173.3,12
12,202103020208,Other,8,15,スズノムサシ,小林凌大,芝,1200,良  ,93.4,13
13,202103020208,Other,6,12,ロマネスク,富田暁,芝,1200,良  ,4.5,14
14,202103020208,Other,7,13,カシノレオ,横山琉人,芝,1200,良  ,68.7,15
15,202103020208,Other,5,9,シャルロワ,西谷凜,芝,1200,良  ,25.9,16
0,202103020209,Other,3,5,ニホンピロタイズ,吉田隼人,芝,2000,良  ,3.1,1
1,202103020209,Other,4,7,マンインザミラー,松本大輝,芝,2000,良  ,22.6,2
2,202103020209,Other,7,14,トロワエスポワール,永野猛蔵,芝,2000,良  ,6.1,3
3,202103020209,Other,1,2,トランシルヴァニア,勝浦正樹,芝,2000,良  ,37.9,4
4,202103020209,Other,5,10,スカイテラス,原優介,芝,2000,良  ,9.8,5
5,202103020209,Other,4,8,セツメンノトビウオ,斎藤新,芝,2000,良  ,36.3,6
6,202103020209,Other,2,4,マイネルクロンヌ,宮崎北斗,芝,2000,良  ,115.7,7
7,202103020209,Other,3,6,スズカキング,森裕太朗,芝,2000,良  ,21.6,8
8,202103020209,Other,8,15,ネイチャーシップ,秋山稔樹,芝,2000,良  ,78.4,9
9,202103020209,Other,7,13,ロッソモラーレ,丹内祐次,芝,2000,良  ,16.7,10
10,202103020209,Other,5,9,タンジェリンムーン,西村淳也,芝,2000,良  ,10.1,11
11,202103020209,Other,6,11,マベルロンジュ,武藤雅,芝,2000,良  ,289.9,12
12,202103020209,Other,8,16,コスモミローディア,小林凌大,芝,2000,良  ,158.5,13
13,202103020209,Other,2,3,コスモホクシン,小林脩斗,芝,2000,良  ,56.8,14
14,202103020209,Other,6,12,アースブレイブ,木幡初也,芝,2000,良  ,312.1,15
15,202103020209,Other,1,1,ホウオウプリンセス,横山和生,芝,2000,良  ,3.1,中
0,202103020210,Other,3,6,アナゴサン,斎藤新,芝,1800,良  ,7.2,1
1,202103020210,Other,6,11,アラモードバイオ,吉田隼人,芝,1800,良  ,5.5,2
2,202103020210,Other,3,5,トーセンメラニー,原優介,芝,1800,良  ,7.9,3
3,202103020210,Other,7,14,ブレーヴジャッカル,西村淳也,芝,1800,良  ,5.6,4
4,202103020210,Other,1,2,ブレイブライオン,菱田裕二,芝,1800,良  ,6.2,5
